annotator_id,image_A,image_B,similarity,timestamp
annotator_3,Blake Lively_003,Lưu Diệp Phi_002,1.00,2026-06-22T00:00:00Z
annotator_3,Hashimoto Kana_000,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_3,Alexandra Daddario_004,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_3,Dương Mịch_000,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_3,Alexandra Daddario_004,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_3,Thầm Nguyệt_003,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_3,Anya Taylor Joy_002,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_3,Hirose Suzu_004,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_3,Natsukawa Yui_003,Thu Hà_001,1.00,2026-06-22T00:00:00Z
annotator_3,Lily Collins_000,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_3,Aragaki Yuko_001,Gisele Bunchen_003,1.00,2026-06-22T00:00:00Z
annotator_3,Diana Frances Spencer_003,Lưu Diệp Phi_002,1.00,2026-06-22T00:00:00Z
annotator_3,Jang Won-young_004,Thu Hà_001,1.00,2026-06-22T00:00:00Z
annotator_3,Nakama Yukie_004,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_3,Blake Lively_003,Winona Ryder_002,1.00,2026-06-22T00:00:00Z
annotator_3,Lee Ye bin_000,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_3,Kim Ji Won_004,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_3,Vương Tổ Hiền_000,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_3,Kim Ji Won_004,Lưu Diệp Phi_002,1.00,2026-06-22T00:00:00Z
annotator_3,Lynne Frederick_000,Winona Ryder_002,1.00,2026-06-22T00:00:00Z
annotator_3,Lee Ye bin_000,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_3,Diệp Toàn Chân_001,Kudo Mio_004,1.00,2026-06-22T00:00:00Z
annotator_3,Lee Ju Eun_004,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_3,Hashimoto Kana_000,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_3,Anna Chipovskaya_000,Kim Claudia_001,1.00,2026-06-22T00:00:00Z
annotator_3,Hirose Suzu_004,Lưu Diệp Phi_002,1.00,2026-06-22T00:00:00Z
annotator_3,Kudo Mio_004,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_3,Anna Chipovskaya_000,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_3,Deva Cassel_001,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_3,Jang Won-young_004,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_3,Chu Lâm_000,Thu Hà_001,1.00,2026-06-22T00:00:00Z
annotator_4,Lee Ju Eun_004,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_4,Deva Cassel_001,Jang Won-young_004,1.00,2026-06-22T00:00:00Z
annotator_4,Hashimoto Kana_000,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_4,Deva Cassel_001,Lily Collins_000,1.00,2026-06-22T00:00:00Z
annotator_4,Kim Claudia_001,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_4,Ishihara Satomi_001,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_4,Ishihara Satomi_001,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_4,Anya Taylor Joy_002,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_4,Blake Lively_003,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_4,Chu Lâm_000,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_4,Kudo Mio_004,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_4,Anya Taylor Joy_002,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_4,Anya Taylor Joy_002,Chu Lâm_000,1.00,2026-06-22T00:00:00Z
annotator_4,Diana Frances Spencer_003,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_4,Aoi Yu_002,Kudo Mio_004,1.00,2026-06-22T00:00:00Z
annotator_4,Deva Cassel_001,Dương Mịch_000,1.00,2026-06-22T00:00:00Z
annotator_4,Lee Ye bin_000,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_4,Asuka Saito_001,Grace Kelly_000,1.00,2026-06-22T00:00:00Z
annotator_4,Dương Mịch_000,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_4,Châu Huệ Mẫn_000,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_4,Quan Hiểu Đồng_003,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_4,Kim Ji Won_004,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_4,Aoi Yu_002,Winona Ryder_002,1.00,2026-06-22T00:00:00Z
annotator_4,Deva Cassel_001,Kudo Mio_004,1.00,2026-06-22T00:00:00Z
annotator_4,Kim Ji Won_004,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_4,Phương Lôi_001,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_4,Jang Won-young_004,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_4,Natsukawa Yui_003,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_4,Kudo Mio_004,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_4,Kim Claudia_001,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_4,Kim Ji Won_004,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_4,Kudo Mio_004,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_4,Diana Frances Spencer_003,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_4,Châu Huệ Mẫn_000,Lưu Hạo Tồn_004,1.00,2026-06-22T00:00:00Z
annotator_4,Deva Cassel_001,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_4,Lynne Frederick_000,Lưu Diệp Phi_002,1.00,2026-06-22T00:00:00Z
annotator_4,Dương Mịch_000,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_4,Anna Chipovskaya_000,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_4,Blake Lively_003,Châu Huệ Mẫn_000,1.00,2026-06-22T00:00:00Z
annotator_4,Hirose Suzu_004,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_4,Diana Frances Spencer_003,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_4,Anna Chipovskaya_000,Dương Mịch_000,1.00,2026-06-22T00:00:00Z
annotator_4,Ishihara Satomi_001,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_4,Tưởng Hân_001,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_4,Quan Hiểu Đồng_003,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_4,Song Hye-kyo_002,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_4,Chu Lâm_000,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_4,Jang Won-young_004,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_4,Kim Tae Hee_001,Lee Ju Eun_004,1.00,2026-06-22T00:00:00Z
annotator_4,Châu Huệ Mẫn_000,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_4,Phạm Băng Băng_000,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_4,Anna Chipovskaya_000,Lưu Hạo Tồn_004,1.00,2026-06-22T00:00:00Z
annotator_4,Lưu Diệp Phi_002,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_4,Kim Ji Won_004,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_4,Hirose Suzu_004,Lily Collins_000,1.00,2026-06-22T00:00:00Z
annotator_4,Lưu Hạo Tồn_004,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_4,Blake Lively_003,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_4,Hirose Suzu_004,Lưu Hạo Tồn_004,1.00,2026-06-22T00:00:00Z
annotator_4,Asuka Saito_001,Kim Ji Won_004,1.00,2026-06-22T00:00:00Z
annotator_4,Lưu Diệp Phi_002,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_4,Jang Won-young_004,Kudo Mio_004,1.00,2026-06-22T00:00:00Z
annotator_4,Lưu Hạo Tồn_004,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_4,Chu Lâm_000,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_4,Hashimoto Kana_000,Kim Ji Won_004,1.00,2026-06-22T00:00:00Z
annotator_4,Thầm Nguyệt_003,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_4,Blake Lively_003,Kim Ji Won_004,1.00,2026-06-22T00:00:00Z
annotator_4,Diana Frances Spencer_003,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_4,Thu Hà_001,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_4,Chu Lâm_000,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_4,Gisele Bunchen_003,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_4,Lee Ye bin_000,Winona Ryder_002,1.00,2026-06-22T00:00:00Z
annotator_4,Gisele Bunchen_003,Natsukawa Yui_003,1.00,2026-06-22T00:00:00Z
annotator_4,Alexandra Daddario_004,Asuka Saito_001,1.00,2026-06-22T00:00:00Z
annotator_4,Lily Collins_000,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_4,Thu Hà_001,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_4,Jang Won-young_004,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_4,Ishihara Satomi_001,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_4,Phạm Băng Băng_000,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_4,Thầm Nguyệt_003,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_4,Deva Cassel_001,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_5,Aragaki Yuko_001,Hashimoto Kana_000,1.00,2026-06-22T00:00:00Z
annotator_5,Asuka Saito_001,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_5,Jang Won-young_004,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_5,Kim Ji Won_004,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_5,Kudo Mio_004,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_5,Anya Taylor Joy_002,Jang Won-young_004,1.00,2026-06-22T00:00:00Z
annotator_5,Gisele Bunchen_003,Thu Hà_001,1.00,2026-06-22T00:00:00Z
annotator_5,Tina Tamshiro_001,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_5,Diana Frances Spencer_003,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_5,Kim Ji Won_004,Lee Ju Eun_004,1.00,2026-06-22T00:00:00Z
annotator_5,Lưu Diệp Phi_002,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_5,Lưu Hạo Tồn_004,Thu Hà_001,1.00,2026-06-22T00:00:00Z
annotator_5,Gisele Bunchen_003,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_5,Diệp Toàn Chân_001,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_5,Aragaki Yuko_001,Kim Ji Won_004,1.00,2026-06-22T00:00:00Z
annotator_5,Châu Huệ Mẫn_000,Diana Frances Spencer_003,1.00,2026-06-22T00:00:00Z
annotator_5,Anya Taylor Joy_002,Lưu Hạo Tồn_004,1.00,2026-06-22T00:00:00Z
annotator_5,Deva Cassel_001,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_5,Chu Lâm_000,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_5,Phạm Băng Băng_000,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_5,Grace Kelly_000,Ishihara Satomi_001,1.07,2026-06-22T00:00:00Z
annotator_5,Kim Tae Hee_001,Lily Collins_000,1.00,2026-06-22T00:00:00Z
annotator_5,Lily Collins_000,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_5,Kudo Mio_004,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_5,Anna Chipovskaya_000,Blake Lively_003,1.00,2026-06-22T00:00:00Z
annotator_5,Anna Chipovskaya_000,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_5,Gisele Bunchen_003,Ishihara Satomi_001,1.00,2026-06-22T00:00:00Z
annotator_5,Lưu Diệp Phi_002,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_5,Alexandra Daddario_004,Kudo Mio_004,1.00,2026-06-22T00:00:00Z
annotator_5,Anya Taylor Joy_002,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_5,Lưu Hạo Tồn_004,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_5,Thu Hà_001,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_5,Alexandra Daddario_004,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_5,Diệp Toàn Chân_001,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_5,Nakama Yukie_004,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_5,Hirose Suzu_004,Winona Ryder_002,1.00,2026-06-22T00:00:00Z
annotator_5,Phạm Băng Băng_000,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_5,Song Hye-kyo_002,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_5,Lynne Frederick_000,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_5,Gisele Bunchen_003,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_5,Aragaki Yuko_001,Chu Lâm_000,1.00,2026-06-22T00:00:00Z
annotator_5,Deva Cassel_001,Jang Won-young_004,1.00,2026-06-22T00:00:00Z
annotator_5,Diana Frances Spencer_003,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_5,Aoi Yu_002,Aragaki Yuko_001,1.00,2026-06-22T00:00:00Z
annotator_5,Chu Lâm_000,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_5,Lưu Hạo Tồn_004,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_5,Aragaki Yuko_001,Diệp Toàn Chân_001,1.00,2026-06-22T00:00:00Z
annotator_5,Kudo Mio_004,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_5,Lưu Diệp Phi_002,Phương Lôi_001,1.00,2026-06-22T00:00:00Z
annotator_5,Hirose Suzu_004,Lee Ye bin_000,1.00,2026-06-22T00:00:00Z
annotator_5,Song Hye-kyo_002,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_5,Kim Ji Won_004,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_5,Alexandra Daddario_004,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_5,Diệp Toàn Chân_001,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_5,Phương Lôi_001,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_5,Tưởng Hân_001,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_5,Dương Mịch_000,Kim Tae Hee_001,1.00,2026-06-22T00:00:00Z
annotator_5,Ishihara Satomi_001,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_5,Chu Lâm_000,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_5,Thu Hà_001,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_5,Hirose Suzu_004,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_5,Grace Kelly_000,Lưu Hạo Tồn_004,1.00,2026-06-22T00:00:00Z
annotator_5,Kim Claudia_001,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_5,Anna Chipovskaya_000,Gisele Bunchen_003,1.00,2026-06-22T00:00:00Z
annotator_5,Lý Thấm_002,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_5,Lưu Diệp Phi_002,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_5,Dương Mịch_000,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_5,Tina Tamshiro_001,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_5,Thầm Nguyệt_003,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_5,Natsukawa Yui_003,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_5,Asuka Saito_001,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_5,Chu Lâm_000,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_5,Blake Lively_003,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_5,Blake Lively_003,Lily Collins_000,1.00,2026-06-22T00:00:00Z
annotator_5,Jang Won-young_004,Kim Ji Won_004,1.00,2026-06-22T00:00:00Z
annotator_5,Kim Tae Hee_001,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_5,Quan Hiểu Đồng_003,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_5,Diệp Toàn Chân_001,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_5,Ishihara Satomi_001,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_5,Kim Claudia_001,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_6,Jang Won-young_004,Nakama Yukie_004,1.00,2026-06-22T00:00:00Z
annotator_6,Anya Taylor Joy_002,Kudo Mio_004,1.00,2026-06-22T00:00:00Z
annotator_6,Lily Collins_000,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_6,Deva Cassel_001,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_6,Blake Lively_003,Phương Lôi_001,1.00,2026-06-22T00:00:00Z
annotator_6,Hirose Suzu_004,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_6,Dương Mịch_000,Gisele Bunchen_003,1.00,2026-06-22T00:00:00Z
annotator_6,Alexandra Daddario_004,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_6,Deva Cassel_001,Gisele Bunchen_003,1.00,2026-06-22T00:00:00Z
annotator_6,Chu Lâm_000,Kim Ji Won_004,1.00,2026-06-22T00:00:00Z
annotator_6,Wakana Matsumoto_000,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_6,Blake Lively_003,Deva Cassel_001,1.00,2026-06-22T00:00:00Z
annotator_6,Tưởng Cần Cần_002,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_6,Diệp Toàn Chân_001,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_6,Lynne Frederick_000,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_6,Quan Hiểu Đồng_003,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_6,Anya Taylor Joy_002,Gisele Bunchen_003,1.00,2026-06-22T00:00:00Z
annotator_6,Tina Tamshiro_001,Winona Ryder_002,1.00,2026-06-22T00:00:00Z
annotator_6,Thầm Nguyệt_003,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_6,Lý Thấm_002,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_6,Chu Lâm_000,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_6,Hirose Suzu_004,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_6,Lee Ju Eun_004,Thu Hà_001,1.00,2026-06-22T00:00:00Z
annotator_6,Diệp Toàn Chân_001,Lưu Diệp Phi_002,1.00,2026-06-22T00:00:00Z
annotator_6,Anya Taylor Joy_002,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_6,Chu Lâm_000,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_6,Vạn Thiến_001,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_6,Gisele Bunchen_003,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_6,Alexandra Daddario_004,Kudo Mio_004,1.00,2026-06-22T00:00:00Z
annotator_6,Anna Chipovskaya_000,Phương Lôi_001,1.00,2026-06-22T00:00:00Z
annotator_6,Jang Won-young_004,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_6,Ishihara Satomi_001,Winona Ryder_002,1.00,2026-06-22T00:00:00Z
annotator_6,Aragaki Yuko_001,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_6,Alexandra Daddario_004,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_6,Châu Huệ Mẫn_000,Phương Lôi_001,1.00,2026-06-22T00:00:00Z
annotator_6,Asuka Saito_001,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_6,Gisele Bunchen_003,Lee Ju Eun_004,1.00,2026-06-22T00:00:00Z
annotator_6,Châu Huệ Mẫn_000,Diana Frances Spencer_003,1.00,2026-06-22T00:00:00Z
annotator_6,Asuka Saito_001,Kim Ji Won_004,1.00,2026-06-22T00:00:00Z
annotator_6,Blake Lively_003,Natsukawa Yui_003,1.00,2026-06-22T00:00:00Z
annotator_6,Phạm Băng Băng_000,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_6,Aragaki Yuko_001,Kim Ji Won_004,1.00,2026-06-22T00:00:00Z
annotator_6,Riho Takada_001,Thu Hà_001,1.00,2026-06-22T00:00:00Z
annotator_6,Deva Cassel_001,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_6,Phương Lôi_001,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_6,Grace Kelly_000,Phương Lôi_001,1.00,2026-06-22T00:00:00Z
annotator_6,Lưu Hạo Tồn_004,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_6,Lưu Diệp Phi_002,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_6,Diệp Toàn Chân_001,Kim Claudia_001,1.00,2026-06-22T00:00:00Z
annotator_6,Hashimoto Kana_000,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_6,Blake Lively_003,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_6,Dương Mịch_000,Kim Claudia_001,1.00,2026-06-22T00:00:00Z
annotator_6,Châu Huệ Mẫn_000,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_6,Châu Huệ Mẫn_000,Diệp Toàn Chân_001,1.00,2026-06-22T00:00:00Z
annotator_6,Dương Mịch_000,Grace Kelly_000,1.00,2026-06-22T00:00:00Z
annotator_6,Anna Chipovskaya_000,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_6,Aragaki Yuko_001,Winona Ryder_002,1.00,2026-06-22T00:00:00Z
annotator_6,Natsukawa Yui_003,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_6,Nakama Yukie_004,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_6,Thu Hà_001,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_6,Phương Lôi_001,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_6,Dương Mịch_000,Hirose Suzu_004,1.00,2026-06-22T00:00:00Z
annotator_6,Asuka Saito_001,Lưu Diệp Phi_002,1.00,2026-06-22T00:00:00Z
annotator_6,Kim Tae Hee_001,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_6,Kim Ji Won_004,Lee Ju Eun_004,1.00,2026-06-22T00:00:00Z
annotator_6,Gisele Bunchen_003,Natsukawa Yui_003,1.00,2026-06-22T00:00:00Z
annotator_6,Blake Lively_003,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_6,Anna Chipovskaya_000,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_6,Lưu Diệp Phi_002,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_6,Châu Huệ Mẫn_000,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_6,Jang Won-young_004,Lily Collins_000,1.00,2026-06-22T00:00:00Z
annotator_6,Natsukawa Yui_003,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_6,Anya Taylor Joy_002,Phương Lôi_001,1.00,2026-06-22T00:00:00Z
annotator_6,Quan Hiểu Đồng_003,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_6,Asuka Saito_001,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_6,Hashimoto Kana_000,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_6,Blake Lively_003,Lily Collins_000,1.00,2026-06-22T00:00:00Z
annotator_6,Aragaki Yuko_001,Diệp Toàn Chân_001,1.00,2026-06-22T00:00:00Z
annotator_6,Quan Hiểu Đồng_003,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_6,Aragaki Yuko_001,Deva Cassel_001,1.00,2026-06-22T00:00:00Z
annotator_7,Blake Lively_003,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_7,Kudo Mio_004,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_7,Alexandra Daddario_004,Anya Taylor Joy_002,1.00,2026-06-22T00:00:00Z
annotator_7,Thầm Nguyệt_003,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_7,Blake Lively_003,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_7,Lily Collins_000,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_7,Diana Frances Spencer_003,Diệp Toàn Chân_001,1.00,2026-06-22T00:00:00Z
annotator_7,Lee Ye bin_000,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_7,Dương Mịch_000,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_7,Kim Ji Won_004,Lee Ye bin_000,1.00,2026-06-22T00:00:00Z
annotator_7,Anya Taylor Joy_002,Lee Ju Eun_004,1.00,2026-06-22T00:00:00Z
annotator_7,Ishihara Satomi_001,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_7,Aragaki Yuko_001,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_7,Kim Ji Won_004,Winona Ryder_002,1.00,2026-06-22T00:00:00Z
annotator_7,Natsukawa Yui_003,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_7,Deva Cassel_001,Dương Mịch_000,1.00,2026-06-22T00:00:00Z
annotator_7,Kim Claudia_001,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_7,Deva Cassel_001,Hirose Suzu_004,1.00,2026-06-22T00:00:00Z
